Provider_Id,ProviderName,DBAName
56614,Wiggins Telephone Association,Wiggins Telephone Association
56615,Upper Peninsula Telephone Co,Upper Peninsula Telephone Co
56616,Michigan Central Broadband Company,Michigan Broadband Services
56619,"Regional Media Corporation, Inc.","Regional Media Corporation, Inc."
56620,Cloud Alliance LLC,Cloud Alliance
56621,"FibAire Communications, LLC d/b/a AireBeam",AireBeam
56622,"Blue River Networks, Inc",AireBeam
56625,Headland Communications,Headland Communications
56626,Town of Pineville,Town of Pineville
56628,GEUS Cable & Internet,GEUS
56631,"Harbor Communications, LLC",Harbor Communications
56632,Algona Municipal Utilities,Algona Municipal Utilities
56633,"Farmers Telephone Company, Inc.",FARMERS
56634,Johnson Telephone Company,Johnson Telephone Company
56636,Shelby Electric Coop,Pwr-net
56639,Landmark Wireless LLC,Landmark Wireless LLC
56642,"Jefferson Communications, LLC",JEFFERSON TELEPHONE
56643,Jordan Solier Valley Telephone Company,Jordan Solier Valley Telephone Company
56644,"rNetworks, LLC",rNetworks Wireless Broadband
56645,"Hartington Telecommunications Co., Inc.",Hartelco
56646,"CommChoice of Iowa, LLC",COMMCHOICE OF IOWA
56647,"OEConnect, LLC",OEConnect LLC
56649,"Long Lines Siouxland, LLC","Long Lines Siouxland, LLC"
56650,Armstrong Telephone Company-NY,Armstrong Telephone Company - NY
56651,Armstrong Telephone Company-PA,Armstrong Telephone Company - PA
56652,"Laurel Highland Total Communications, Inc.",Laurel Highland Telephone Company
56653,Armstrong Telephone Company-WV,Armstrong Telephone Company - WV
56656,Southern California Telephone Company,Southern California Telephone Co
56657,Armstrong Telephone Company-North,Armstrong Telephone Company - NO
56658,Paul Bunyan Rural Telephone Cooperative,Paul Bunyan Communications
56659,Traer Municipal Utilities,Traer Municipal Utilities
56660,Paul Bunyan Rural Telephone Cooperative,Paul Bunyan Communications
56662,"Armstrong Telecommunications, Inc.",Armstrong Telecommunications Inc
56663,"Consolidated Communications of Northern New England, LLC",Consolidated Communications
56665,Mapleton Communications,Mapleton Communications
56666,"Valley Communications Association, LLC","Valley Communications Association, LLC"
56671,Orange City Communications,Orange City Communications
56673,Orchard Farm Telephone,Orchard Farm Telephone
56675,"Net Ops Communications, LLC",Netops Communications LLC
56678,Genesis Technology Communications LLC,Genesis Wireless
56679,"Advanced Network Communications, LLC","Advanced Network Communications, LLC"
56680,"New Florence Telephone Company, Inc.",New Florence Telephone
56681,TABLE TOP TELEPHONE COMPANY,"Table Top Telephone Company, Inc"
56682,"Alenco Communications, Inc","Alenco Communications, Inc"
56683,Advanced Communications Technology,"Advanced Communications Technology, Inc."
56684,Fremont Telcom Co.,FREMONT_TELCOM_CO
56685,Consolidated Communications of Vermont Company LLC,Consolidated Communications
56688,AirLink Inc.,AirLink
56689,Teresa Sparks,ECO SERVICES LLC
56690,Zumacom,Zumacom
56691,"Computer Office Solutions, Inc.",Snappy Internet
56692,E-Vergent.Com LLC,"E-vergent.com, LLC"
56694,"Emery Telcom Video, LLC",Emery Telcom Video  LLC
56696,Lost Nation-Elwood Telephone Company,Lost Nation-Elwood Telephone Company
56699,The Ft. Jennings Telephone Co.,FJ Communications
56700,"Wired Or Wireless, Inc.",Wired or Wireless Inc
56701,"SRT Communications, Inc.","SRT Communications, Inc."
56703,NetGain Information Systems Company,NetGain Information Systems Company
56704,Consolidated Communications of Northland Company,Consolidated Communications
56705,"AMA Communications, L.L.C.",AMA TechTel Communications
56709,Solvaris Net LLC,Solvaris Net LLC
56710,ABS Kona,ABS Kona
56711,"Fiber Connect, LLC.",Fiber Connect
56713,"Tim Ron Enterprises, LLC",NetworkCommunicationsLLC
56717,"Farmers Telephone Cooperative, Inc.",Farmers Telephone Cooperative Inc
56718,"Princeton Hosted Solutions, LLC",Princeton Hosted Solutions
56719,"PRTCommunications, LLC","PRTCommunications, LLC"
56721,Consolidated Communications of Maine Company,Consolidated Communications
56724,"FTC Diversified Services, LLC",FTC Diversified Services LLC
56726,"Campti-Pleasant Hill Telephone Co., Inc.",CP-TEL
56727,Outback Internet LLC,OutbackInternet
56729,"Crown Point Network Technologies, Inc.",BridgePointCommunication
56730,QualityLife,QLIFE NETWORK
56732,"Echo Connectivity Solutions, LLC","Echo Connectivity Solutions, LLC"
56733,Mutual Telephone Company,Mutual Telephone Company
56735,"LR Communications, Inc.",Mutal Telecommunications
56735,"LR Communications, Inc.",Mutual TeleCommunications
56739,"Mike Gunther Industries, Inc",Mike Gunther Industries Inc
56740,"Allstream Business US, LLC","Allstream Business US, LLC"
56741,"South Carolina Telecommunications Group Holdings, LLC","South Carolina Telecommunications Group Holdings, LLC."
56742,"Oklahoma Fiber, LLC",OEC FIBER
56745,Aroostook Technologies Inc.,Aroostook Technologies Inc.
56746,"Echo IT Consulting, LLC","Echo IT Consulting, LLC"
56749,"Crystal Automation Systems, Inc.",Casair.net
56752,NexGenAccess Inc,NexGenAccess
56753,Public Utility District No. of Douglas County,Douglas County P.U.D. (wholesale)
56754,"Citizens Telephone Company of Hammond, NY",Citizens Telephone Company
56755,"F J Communications, Inc.",FJ Communications
56756,Castle Cable TV,Castle Cable TV
56757,Computer Dynamics of NW Illinois LLC,JCWIFI.com
56760,NthoNet Inc.,Nthonet
56761,"Broadband on Demand, LLC",Kentucky WiMAX
56764,"Bulloch Cellular, Inc.","Bulloch Cellular, Inc."
56766,"Wireless Internet Services, Inc.",Wireless Internet Services
56767,"Martineer Wireless, Inc.","Martineer Wireless, Inc."
56770,"Egyptian Internet Services, Inc",Egyptian Internet Services Inc
56774,Action Communications Inc.,Action Communications
56775,NCI Datacom,NCI Datacom
56776,AIRCELL INC,AirCell
56779,Tampnet Inc.,Tampnet Inc.
56780,"LACP Lower Alabama Computer Professionals, LLC",L.A. WISP Inc
56781,PARISH COMMUNICATIONS,PARISH COMMUNICATIONS
56784,Optimera Inc.,OptimERA Inc
56786,"Pine Telephone System, Inc.","Pine Telephone System, Inc."
56787,Saddleback Communications Inc,Saddleback Communications
56788,"Board of Water, Light & Sinking Fund Commissioners of the City of Dalton, Georgia d/b/a Dalton Utilities","Board of Water, Light & Sinking Fund Commissioners of the City of Dalton, Georgia d/b/a Dalton Utili"
56794,DATAVISION COMMUNICATIONS LLC,DataVision Communications
56795,ENCO Electronic Systems,Enco Electronics Systems
56796,"Omnispring, LLC",OmniSpring
56797,BendTel,"BendTel, Inc"
56799,Peakwifi LLC,Peak WiFi
56800,nysys wireless llc,NYSYS Wireless
56801,City of Mont Belvieu,MBLink
56803,"NET Broadband, Inc.","NET Broadband, LLC"
56804,"QCOL, Inc.",QCOL Inc
56805,Topsham Telephone Company,"Topsham Telephone Company, Inc."
56806,"Eyecom, Inc.","Eyecom, Inc."
56807,Clarence Telephone Company Inc,Clarence Telephone Company Inc
56808,"Topsham Communications, LLC",Topsham Communications
56810,Aire Internet,Aire Internet
56811,Lawrenceburg Municipal Utility,Lawrenceburg Municipal Utilities
56812,Cedar Communications,Cedar Communications
56813,MINNESOTA VALLEY TELEVISION IMPROVEMENT CORPORATION  DBA =,MVTV Wireless
56814,NetSpeed LLC,GoNetspeed
56816,DAKOTA CENTRAL TELECOMMUNICATIONS COOPERATIVE,Dakota Central Telecommunications Cooperative
56817,"Vermont Telephone Co., Inc",Vermont Telephone Company
56818,"Big River Telephone Company, LLC",Big River Communications
56819,Midvale Telephone Company,Midvale Telephone Company
56822,Midvale Telephone Company,Midvale Telephone Company
56823,Evertek,"Evertek, Inc."
56825,"Meriwether Lewis Connect, LLC",MLConnectLLC
56826,Edward Winters,Yellowstone Media Design
56828,1985,Stream IT Networks LLC
56830,Telecom West Inc.,Telecom West Inc.
56832,"Golden Belt Telephone Association, Inc.",GBT
56833,Murray Electric System,Murray Electric System
56834,"Daktel Communications, LLC",Daktel Communications LLC
56836,Johnson City Energy Authority dba BrightRidge,BrightRidge
56837,Griggs County Telephone Co,Griggs County Telephone Company
56838,"Cal.net, Inc.",Cal.net Inc.
56840,HOT SPRINGS TELEPHONE COMPANY,Hot Springs Telephone Co
56842,Tekify Fiber & Wireless,Tekify Fiber & Wireless
56843,Verizon New York Inc.,Verizon New York Inc.
56844,"Common Networks, Inc.",Common Networks
56845,"Syringa Networks, LLC",Syringa Networks LLC
56846,Whidbey Telephone Company,Hat Island Telephone Company
56846,Whidbey Telephone Company,Whidbey Telecom
56847,Verizon New England Inc.,Verizon New England Inc.
56848,"Scott County Telephone Company, LLC","Scott County Telephone Company, LLC"
56849,"Arkansas Telephone Co., Inc.",Arkansas Telephone Company
56850,BRISTOL TENNESSEE ESSENTIAL SERVICES,BRISTOL TENNESSEE ESSENTIAL SERVICES
56851,DOBSON TELEPHONE CO INC,Dobson Telephone Company
56852,MCNC,MCNC
56853,McLoud Telephone Co,McLoud Telephone Company
56854,Verizon South Inc.,Verizon South Inc.
56855,"Dobson Technologies, Transport and Telecom Solutions",Dobson Technologies
56856,Conifer Communications,Conifer Communications
56857,Electra Telephone Company,Electra Telephone Co
56858,Oklahoma Western Telephone Company,Oklahoma Western Telephone Company
56859,"Southern Plains Cable, LLC",Southern Plains Cable
56860,Medicine Park Telephone Company,Southern Plains Cable
56861,Tatum Telephone Company,Tatum Telephone Co
56862,LAN Communications Corp,LAN Communications Corp
56864,Eastern Carolina Broadband LLC,Eastern Carolina Broadband LLC
56865,"Treehouse Broadband, LLC",Treehouse Broadband LLC
56866,Pear Networks LLC,Kingdom Fiber
56868,"NISHNANET, LLC","NISHNANET, LLC"
56870,Inland Development Corporation,Inland Development Corporation
56871,Falcon Wireless,Falcon Wireless
56872,Sail Internet,Sail Internet
56880,"Leaco Rural Telephone Cooperative, Inc.",Leaco Rural Telephone
56881,"CONTACT NETWORK, LLC",Contact Network
56884,Lakeside Networks LLC,Lakeside Networks
56886,InterGlobe Communications,InterGlobe
56887,"E. Ritter Telephone Company, LLC",Ritter Telephone Company
56888,"Southern Light, LLC","Southern Light, LLC"
56891,Sky-Tek Communications LLC,Sky-Tek Communications
56892,Bellaire Television Cable Co. Inc,Bellaire TV Cable Co
56894,Town of Pineville,Town of Pineville
56896,"FTC Communications, LLC","FTC Communications, LLC"
56897,"RAA Data Services, Inc.","RAA Data Service, Inc"
56898,Kinetix Broadband,Kinetix Broadband
56903,"Zito Media, L.P.",Zito Media LP
56907,"Summit Telecom, LLC",SummitTelecom
56909,HCI Telcom Inc,HCI Telcom
56911,"Spruce Knob Seneca Rocks Telephone, Inc.","Spruce Knob Seneca Rocks Telephone, Inc."
56914,Bascom Mutual Telephone Company,BTC Multimedia
56915,"Michigan Cable Partners, Inc.",MICOM
56916,South Central Wireless Inc.,SCTELCOM
56916,South Central Wireless Inc.,SCTelcom
56917,"TailWind Voice & Data, Inc.",Tailwind Voiceand Data
56920,"Limitless Mobile, LLC",Limitless Mobile
56922,"Encounter Wireless, LLC",Chisholm Broadband - DBA Encounter Wireless
56924,FISHERS ISLAND TELEPHONE CORPORATION,Fishers Island Telephone Corp
56925,"Atlantic Broadband Finance, LLC","Atlantic Broadband Finance, LLC"
56927,Empire Long Distance Corporation,Empire Long Distance
56931,Sylacauga Utilities Board,Sylacauga Utilities Board
56935,"Bug Tussel Wireless, LLC","Bug Tussel Wireless, LLC"
56939,Premium Choice Broadband,Premium Choice Broadband
56942,Empire Telephone Corp.,Empire Telephone
56944,Bascom Mutual Telephone Company,BTC Multimedia
56945,"Ting Fiber, Inc.",TingFiber
56946,NEP Telephone Company,NEP Telcom Inc
56947,"Allen's TV Cable Service, Inc.","Allen's TV Cable Service, Inc."
56948,Chautauqua & Erie Telephone Corporation,Consolidated Communications
56951,"Long Lines Metro, LLC","Long Lines Metro, LLC"
56953,Pulaski White Rural Telephone Cooperative Inc,LightStream
56954,TOMBIGBEE ELECTRIC COOPERATIVE INC,Tombgibee Communications LLC
56957,North Penn Long Distance Corporation,North Penn Long Distance
56960,"T3 Communications, Inc",T3Communications
56962,Bascom Long Distance Inc.,Bascom Long Distance
56964,CTC Telecom,CTC Telecom
56965,North Penn TelephoneCompany,North Penn Telephone
56970,1983,PS Lightwave Inc
56971,Rogue Broadband,Rogue Broadband
56977,American Warrior Networks,American Warrior Networks
56978,Foremost Telecommunications Corporation,Foremost Telecommunications Corporation
56980,Shenandoah Telecommunications Company,Glo Fiber
56980,Shenandoah Telecommunications Company,Shentel
56981,"Border to Border Communications, Inc.","Border to Border Communications, Inc."
56982,Giggle Fiber LLC,Giggle Fiber LLC
56983,United Communications Association Inc,United Communications Association
56984,"Simply Bits, LLC",Simply Bits LLC
56985,South Central Telephone Assn.,SCTELCOM
56988,Keltgen Technology,LightBeam Internet
56989,RT21.NET,RT21.NET
56990,"Access Cable Television, Inc.",Access Cable
56991,Mercury Wireless Indiana LLC,"Mercury Wireless Indiana, LLC."
56992,"MLGC, L.L.C.","MLGC, LLC"
56995,"Jabo Communications, LLC",Jabo Communications
56997,Southern Ohio Communication Services Inc,SOCS Wireless
56998,NEXOGY INC,Nexogy
57000,"BG Networking, LLC",Mainstream Fiber Networks
57001,Daviess-Martin County Rural Telephone Corporation,RTC Communications
57002,Nucla-Naturita Telephone Company,Nucla Naturita
57005,Vaughnsville Telephone Company,Buckeye Wireless
57005,Vaughnsville Telephone Company,Vaughnsville Communications
57006,City of San Bruno,San Bruno CityNet Services
57011,Choice Broadband,Choice Broadband
57012,"Mercury Wireless Kansas, LLC",MercuryWirelessKansasLLC
57013,New Hope Telephone Cooperative,"New Hope Telephone Cooperative, Inc."
57014,Valliant Telephone Company,Valliant Telephone Company
57015,Webster-Calhoun Cooperative Telephone Association,Webster-Calhoun Cooperative Telephone Association
57018,South Park Telephone Company,South Park
57021,"Unite Private Networks, L.L.C.",Unite Private Networks
57022,"Carolina Mountain Cablevision, Inc.","Carolina Mountain Cablevision, Inc."
57023,Western Iowa Telephone Association,Western Iowa Telephone Association
57025,Buckeye Wireless Internet,Buckeye Wireless
57029,"New Paris Telephone, Inc.",New Paris Telephone
57032,Glasgow Electric Plant Board,Glasgow Electric Plant Board
57033,"Redzone Wireless, LLC","Redzone Wireless, LLC"
57034,Mosier WiNet,Mosier WiNet
57040,"Connection Concepts, LLC DBA: Verde Valley Internet",Verde Valley Internet
57041,Oneida County Rural Telephone Co.,Oneida County Rural Telephone
57042,"Rayfield Communications, Inc.",Rayfield Communications
57043,"Native American Telecom, LLC","Native American Telecom, LLC"
57045,CMSInter.Net LLC,CMS Internet LLC
57047,Nucla-Naturita Telephone Company,NNTC Wireless
57048,"Northwest Communications, Inc.","Northwest Communications, Inc."
57049,Western Sonoma County Internet Cooperative Corporation,Western Sonoma County Internet Cooperative Corporation
57050,Farber Telephone Company,Farber Telephone
57051,"Q Wireless, LLC",QWireless
57052,Delcambre Telephone Co Inc,Delcambre Telephone Co Inc
57055,U.S. TelePacific Corp.,TPx Communications
57058,Hopi Telecommunications Inc,Hopi Telecommunications Inc
57059,Roseau Electric Cooperative,NorthStream Fiber
57062,"GoSEMO, LLC",GoSEMO Fiber
57064,WindWave Communications,Windwave Communications
57065,"Native American Telecom -- Pine Ridge, LLC","Native American Telecom - Pine Ridge, LLC"
57066,New Paris Telephones Quality Cablevision,New Paris Telephone's Quality Cable
57068,Mulberry Cooperative Telephone Co. Inc.,Mulberry Telecommunications
57069,"Waverly Hall Telephone, LLC",Waverly Hall Telephone
57071,"Unite Private Networks-Illinois, L.L.C.",Unite Private Networks
57072,"Cumby Telephone Coop., Inc.",Personal Touch Communications
57073,Orange County REMC,Orange County REMC
57075,South Central Connect,South Central Connect
57078,"Louisiana Competitive Telecommunications, Inc.",KTC Telecom
57083,"Continental Divide Electric Cooperative, Inc.","Continental Divide Electric Cooperative, Inc."
57087,"Consolidated Fiber, Inc.",Consolidated Fiber
57088,"Razzo Link, Inc.",Razzolink
57089,"Kuhl Electric & Automation, Inc.",Kuhl Airnet
57090,kaleva telephone company,kaleva telephone company
57091,"E. Ritter Communications, LLC",Ritter Communications
57092,Western Iowa Telephone Association,Western Iowa Telephone Association-KING
57094,"Eastern Oregon Net, Inc.","Eastern Oregon Net, Inc"
57095,SELCO,Shrewsbury Community Cablevision
57099,"Fatbeam, LLC",Fatbeam
57100,PUD No. 1 of Okanogan County,OKPUD
57102,PCI Broadband,PCI Broadband
57103,Kaplan Telephone Co Inc,"Kaplan Telephone Co., Inc."
57104,"Ralls Technologies, LLC","Ralls Technologies, L.L.C."
57105,"Alpha Enterprises Limited, Inc.",Alpha Enterprises
57107,Infinity 8 Broadband LLC,Infinity 8 Broadband LLC
57109,The Municipal Communications Utility of the City of Cedar Falls,The Municipal Communications Utility of the City of Cedar Falls
57112,"ENA Healthcare Services, LLC",TelequalityLLC
57113,Conway Corporation,Conway Corporation
57114,Community Internet Providers LLC,Community Internet Providers
57116,MountainMesh,MountainMesh
57117,HAUG COMMUNICATIONS INC,Haug Communications Inc
57118,"Cal-Ore Communications, Inc.",Cal-Ore Communications Inc.
57122,Karuk Tribe,Aan Chuuphan
57124,Anterior Broadband,Anterior Broadband
57125,Upland True Value Hardware,eiwifi
57130,"Northwest Programming, Inc.",NorthwestProgramming
57131,Bridger Cable TV,Bridger Cable TV
57132,Stoutland Telephone,Stoutland Telephone
57133,LARIAT,LARIAT
57135,Surf Air Wireless,Surf Air Wireless
57136,Gtek Computers & Wireless L.L.C.,Gtek Communications
57139,Delta Telecom Inc,Delta Telecom Inc
57141,Rapid Systems,RapidSystemsCorp
57144,Peak Internet,Fundamental Holdings Corp dba Peak Internet
57145,"AP&T Wireless, Inc.","AP&T Wireless, Inc."
57146,"BelWave Communications, Inc.",BelWave Communications
57147,"AlasConnect, LLC","AlasConnect, LLC"
57149,"Dell Telephone Cooperative, Inc.",Dell Telephone Coop
57150,STRAIGHTUPNET LLC,StraightUpNet LLC
57153,"CyberNet Communications, Inc.",CyberNet
57154,Viaero Wireless,"NE Colorado Cellular, Inc."
57155,"CP-TEL Network Services, Inc.",CP-TEL
57160,Hawk Networks,Clatskanie Co-op
57160,Hawk Networks,TCN Co-OP
57161,"Delcom, Inc.",Delcom FBD NM
57161,"Delcom, Inc.",Delcom FBD TX
57162,Airhawk wireless LLC,airhawkwireless
57163,Frank Howard TV Cable,Frank Howard TV Cable Inc.
57164,Blu Sky Wireless,Blu Sky Wireless
57165,"Pinged Networks, Inc",Pinged Networks Inc
57167,"Ionia Unlimited, LLC",Ionia Unlimited
57172,Hidden Valley Broadband,Hidden Valley Broadband LLC
57173,New Florence Telephone Company,New London Telephone
57175,"High Mountain Farm, LLC",High Mountain Farm Broadband
57176,"Ritter Cable Company, LLC",Ritter Cable
57176,"Ritter Cable Company, LLC",Ritter Cable-MO
57177,South Valley Internet,South Valley Internet
57177,South Valley Internet,SouthValleyInternet
57179,Last Mile Wireless,Last Mile Wireless LLC
57183,Fireball Wireless LLC,Fireball Internet
57184,"DMCI Broadband, LLC",DMCI Broadband LLC
57185,"Ballard Rural Telephone Cooperative Corporation, Inc.",Ballard Rural Telephone Coop Corp Inc.
57188,Two Tin Cans,"Two Tin Cans, LLC"
57192,SEMN Wifi,Southeast MN WIFI
57193,"NetDiverse, LLC",NetDiverse
57196,"Wilkes Communications, Inc.",Wilkes Communications Inc.
57197,Alaska Telephone Company,Alaska Power & Telephone
57198,Saluda Mountain Telephone Company,RIVERSTREET NETWORKS
57199,Softworx Incorporated,Softworx Incorporated
57200,Wilkes Telephone Membership Corporation,Wilkes Communications Inc.
57203,1 Point Communications,1 Point Communications LLC
57205,Mimbres Communications LLC,"Mimbres Communications, LLC"
57206,"e-Polk, Inc.",PANGAEA Internet
57209,Carbon Valley Internet,Carbon Valley Internet
57211,"Cape Ann Communications, Inc.",Cape Ann Communications
57212,"WireFree Communications, Inc.",wirefree
57213,WiSpan Internet LLC,WiSpan Internet LLC
57214,"Netlive Networks, LLC",Force Broadband
57214,"Netlive Networks, LLC",Netlive Networks
57216,"CTI Networks, Inc",PA.net
57217,Dry Creek Internet and Communications LLC,Dry Creek Internet & Communications
57219,Allband Multimedia LLC,AllbandMultimediaLLC
57220,"Wire Free Nebraska, Inc./Community Internet Systems, Inc.",CommunityInternetSystemsWireFreeNebraska
57221,Vertical Broadband LLC.,Vertical Broadband
57223,2Geton Net Inc.,"2Geton Net, Inc"
57224,"NTS Telephone Company, LLC",NTS Telephone
57225,Eastern Cable Corp,Eastern Cable Corp.
57225,Eastern Cable Corp,OnPoint Broadband
57226,Data Stream,"Data Stream Mobile Technologies, Inc."
57227,"D4US, LLC dba dimension4",Dimension4
57228,"Fisher Wireless Services, Inc.",Airpeak Wireless
57229,Northland Networks,Northland Communications
57230,Day Management Corp dba Day Wireless Systems,Day Wireless
57231,LTD Broadband LLC,LTD Broadband
57232,"Pride Network, LLC.","Pride Network, LLC"
57233,"Interstate Wireless, inc.  D/b/a Az Airnet",AzAirnet
57234,"Workable Programs & Systems, Inc.","Workable Programs & Systems, Inc."
57236,"Xfone USA, LLC.","Xfone USA, LLC"
57237,Bays-ET Highspeed Internet Service,Bays-ET Highspeed Internet LLC
57238,"Atlantech Online, Inc.","Atlantech Online, Inc."
57240,Allband Communications Cooperative,Allband Communications Cooperative
57243,Buckland Telephone Co.,BTC Communications
57245,"NTS Communications, LLC.","NTS Communications, LLC"
57247,America Internet & Communications,America Internet & Communications
57248,NET NV LLC,Net NV
57249,California Internet,GeoLinks
57250,BlueStream,Advanced Cable Communications
57251,Media Net Wifi,Media Net Wifi
57253,"Interior Telephone Company, Inc.",Interior Telephone Company
57256,"RiverStreet Communications of NC, Inc.",RIVERSTREET NETWORKS
57258,Bijou Telephone Cooperative Association Inc.,Bijou Telephone Cooperative Association Inc.
57261,Master Vision,MasterVision
57262,Lake Region Technology & Communications LLC,Lake Region
57263,"Eastern Colorado Independent Networks, LLC",ECIN
57264,La Jicarita Rural Telephone Cooperative,La Jicarita Rural Telephone Cooperative
57266,"Sho-Me Technologies, LLC","Sho-Me Technologies, LLC"
57268,North State Telephone Company dba North State Communications,North State Communications
57271,"Mescalero Apache Telecom, Inc.","Mescalero Apache Telecom, Inc."
57274,"Bandera Electric Cooperative, Inc.",BEC Fiber
57278,T3 VoiceNet LLC,T3VoiceNet
57280,Cheyenne River Sioux Tribe Telephone Authority,Cheyenne River Sioux Tribe Telephone Authority
57283,Blue Earth Valley Telephone Company,Blue Earth Valley Telephone Company
57284,"Gamewood Technology Group, Inc.",RS Comm VA
57284,"Gamewood Technology Group, Inc.",RiverStreet Wireless of VA
57286,"Cannon Valley Telecom, Inc.","Cannon Valley Telecom, Inc."
57287,Easton Telephone Company,Easton Telephone Company
57288,1983,Ocala Telecom
57289,Eckles Telephone Company,Eckles Telephone Company
57292,"TRANSWORLD NETWORK, CORP",TRANSWORLD NETWORK CORP
57293,Granada Telephone Company,Granada Telephone Company
57294,"Hager TeleCom, Inc.",HAGER TELECOM
57297,Pine Island Telephone Company,Pine Island Telephone Company
57298,The Borough of Kutztown,Borough of Kutztown
57299,Wilson Computer Services LLC,Wilson Computer Services LLC
57300,South Central Indiana Rural Electric Membership Corporation,SCI Fiber
57307,Brady Communications LLC,Brady Communications LLC
57308,"Crazy Communications, LLC",Crazy Communications
57311,"C.R.S.T. Telecom, Inc.","C.R.S.T. Telecom, Inc."
57312,"Logix Communications, LP",Logix Communications
57313,"Cannon Valley Cablevision, Inc.","Cannon Valley Cablevision, Inc."
57314,FULL SERVICE NETWORK LP,Full Service Network
57315,Manti Telephone Co,MantiTelephoneCo
57317,Bluespan Wireless,Bluespan
57318,City of Coffeyville,City of Coffeyville
57320,Seimitsu,Seimitsu
57321,NORTHEAST SERVICE COOPERATIVE,Northeast Service Cooperative
57322,AirRunner Networks LLC,AirRunner Networks LLC
57324,"Mukluk Telephone Company, Inc.","Mukluk Telephone Company, Inc."
57325,Hunter Communications Inc,Hunter Communications Inc
57329,"Cibola, LLC",Cibola LLC dba Cibola Wireless
57331,"Neighborhood Wireless, LLC","Neighborhood Wireless, LLC"
57333,Halstad Telephone Company,Halstad Telephone
57335,RuralGig,Rural Gig LLC
57336,Hinson Communications Inc.,HinsonCommunications
57337,"Geneva On-Line, Inc.",Geneva On-Line
57338,Sierra Nevada Communications,"Sierra Nevada Communications, LLC"
57340,"NetCarrier Telecom, Inc.","NetCarrier Telecom, Inc."
57341,Sebewaing Light and Water,Sebewaing Light and Water
57342,Volcano Communications Company,Volcano Internet
57342,Volcano Communications Company,Volcano Vision
57345,"Atlantic Metro Communications II, Inc.",AtlanticMetroCommunicationsInc.
57349,Nuvisions,Nuvisions
57350,Norcast CommunicationsCorporation,Norcast Telecom Networks
57351,"North State Communications Advanced Services, LLC",North State Communications
57352,Bethune Company LLC. dba Freedom Broadband,Bethune Company LLC. dba Freedom Broadband
57353,X1 Communications Inc,X1 Communications
57356,DQE Communications LLC,DQE Communications
57357,Clair Global,Clair Global Corporation
57361,Maxwire Inc.,Maxwire
57362,City of Marshall,City of Marshall FiberNet
57363,Fidelity Telephone LLC,Fidelity Telephone LLC
57365,MTC Cable,MTC Cable
57369,"Portative Technologies, LLC",Portative Technologies LLC
57371,Neptuno Media,NeptunoNetworks
57373,"NEU VENTURES, INC.",Mountain Zone TV Systems
57375,Air Link Rural Broadband LLC,"Air Link Rural Broadband, LLC"
57376,1985,JAMESTOWN NETWORKS
57379,Citizens Communications,Citizens Communications
57383,"Liberty Cablevision of Puerto Rico, LLC",Liberty
57386,"Keene Valley Video, Inc.",Keene Valley Video Inc
57387,DigitalC,EmpowerCLE
57389,Automated Data Systems Inc,"Acme Communications, Inc."
57390,Rocket Fiber LLC,Rocket Fiber
57391,"Locl-Net, Inc.",Locl-Net Inc.
57397,"Indiana Fiber Network, LLC",IndianaFiberNetwork
57398,Westgate Communications LLC,Westgate Communications LLC
57399,Alteva of Warwick LLC,Alteva of Warwick LLC
57402,"Eagle Telephone System, Incorporated",Eagle Telephone Systems
57403,American Wireless Inc,American Wireless Inc
57405,Alteva of Warwick LLC,Alteva of Warwick LLC
57408,"Pembroke Telephone Company, Inc",PembrokeAdvancedCommunications
57411,AirGrids,AirGrids
57413,Advantage Communications,Advantage Comms
57415,North Alabama Electric Cooperative,NAEC Fiber
57416,"Wiregrass Telcom, Inc.",WOW
57418,TexasData,TexasData
57421,"RT Communications, Inc",RT
57425,"SLIC Network Solutions, Inc.",Slic Network Solutions
57426,COMMUNITY ANTENNA SYSTEM INC,"Community Antenna System, Inc. WI"
57426,COMMUNITY ANTENNA SYSTEM INC,COMMUNITY ANTENNA SYSTEM INC
57427,"Taos Net, LLC","TaosNet, LLC"
57429,NETEO In,NETEO High Speed Internet
57431,"Knology Total Communications, Inc.",WOW
57436,"LocaLoop, Inc.",All Above Satellite
57436,"LocaLoop, Inc.",Choice Broadband
57436,"LocaLoop, Inc.",Exstream Wireless
57436,"LocaLoop, Inc.",Lamar Wireless
57436,"LocaLoop, Inc.",Nixon's Solutions
57436,"LocaLoop, Inc.",Northern Arizona Select Net
57436,"LocaLoop, Inc.",SkyFi Inc.
57436,"LocaLoop, Inc.",Synkro Max Internet
57438,Rio Verde Wireless,Rio Verde Wireless
57440,The Iserv Company,Iserv
57441,"San Luis Valley Rural Electric Cooperative, Inc.",Ciello
57442,"Door County Broadband, LLC","Door County Broadband, LLC"
57443,"JAS Networks, Inc",Iserv
57445,"Encore Communications, Inc.",Encore Communications
57447,Iroute Inc DBA 12Global.com,12Global
57449,Ayrshire Farmers Mutual Telephone Company,Ayrshire Farmers Mutual Telephone Company
57450,James Farlow,North Coast Internet
57451,Wake Wireless,Wake Wireless
57452,"Texas CellNet, Inc",Texas Cellnet
57455,"Elsie Communications, Inc.","Elsie Communications, Inc."
57456,Northeast Missouri Rural Telephone Company,Northeast Missouri Rural Telephone Company
57457,Haviland Telephone Co.,Haviland Broadband
57459,City of Morganton,CoMPAS
57461,LYCOM COMMUNICATIONS INC.,Lycom
